,Corner1,Corner2,Corner3,Corner4,Corner5,Corner6,Corner7,Corner8,Corner9,Corner10,Corner11,Corner12,Corner13,Corner14,slack
path663,6.101,3.534,5.965,4.223,4.532,6.313,6.79,4.142,5.852,5.671,7.733,5.075,6.194,6.88,39.502
path664,2.319,3.383,4.118,3.774,3.152,5.614,2.814,4.014,3.042,7.671,3.913,6.785,7.506,3.039,30.573
path665,6.134,6.011,5.434,3.056,6.265,5.398,5.776,5.358,7.145,4.545,6.417,6.738,3.156,5.233,38.332
path666,6.588,4.716,3,5.776,5.315,4.051,4.786,6.478,7.196,7.613,3.765,5.058,4.152,4.475,36.484
path667,5.118,6.262,3.358,6.109,2.782,6.866,5.562,3.508,6.079,6.307,7.224,4.021,3.136,7.684,37.008
path668,5.525,2.915,3.473,5.329,5.311,3.105,4.722,5.971,5.05,4.014,6.467,5.159,5.086,4.333,33.23
path669,4.278,4.764,3.162,2.698,4.189,4.389,3.068,2.594,5.15,6.393,3.462,7.678,6.772,7.501,33.049
path670,4.124,3.757,4.478,5.176,6.153,4.75,3.632,3.205,7.405,3.342,6.641,3.566,7.429,7.602,35.63
path671,5.25,3.477,2.411,3.187,4.88,3.852,2.891,5.128,7.169,5.588,4.93,4.047,3.65,6.203,31.331
path672,4.767,2.597,6.539,2.802,4.687,4.201,6.609,3.158,4.793,7.329,4.489,6.245,6.518,3.763,34.248
path673,5.274,2.736,2.495,4.984,3.894,2.865,4.309,3.303,3.25,5.189,7.465,7.274,6.552,6.721,33.156
path674,4.962,6.056,5.14,3.416,2.685,2.831,3.815,4.478,5.557,5.791,4.092,7.268,5.557,5.992,33.82
path675,3.782,6.376,5.789,3.635,6.272,6.09,5.186,5.369,5.119,5.069,6.377,3.639,4.42,3.233,35.178
path676,2.883,4.769,3.459,5.045,4.117,2.372,3.728,5.973,6.594,6.356,4.326,7.017,6.264,5.055,33.979
path677,3.831,4.579,2.839,4.167,4.226,6.748,4.831,2.441,4.866,3.154,3.279,3.996,3.352,4.102,28.205
path678,2.403,3.634,4.026,4.213,4.036,2.68,5.851,2.93,3.127,6.284,6.957,3.517,4.302,6.369,30.164
path679,4.3,6.123,5.911,2.677,6.146,4.621,4.256,5.084,4.106,5.411,5.859,7.534,5.196,5.851,36.538
path680,5.918,2.787,6.447,6.315,4.625,4.566,3.249,3.976,7.466,4.256,3.011,5.75,6.718,5.456,35.27
path681,5.835,5.44,2.665,5.931,6.679,6.516,4.47,4.412,7.058,3.691,7.78,6.249,5.253,3.607,37.793
path682,3.284,3.408,3.762,6.769,6.583,2.847,6.336,6.701,6.11,5.307,7.823,6.198,3.536,6.724,37.694
path683,3.981,3.239,6.176,4.043,2.559,3.924,2.922,6.666,3.316,6.977,3.693,5.064,7.936,7.82,34.158
path684,3.085,4.353,5.339,3.753,5.339,6.745,5.453,6.976,7.273,6.933,5.902,7.638,3.377,6.533,39.349
path685,5.699,5.024,6.225,3.646,5.946,6.148,6.78,3.872,6.894,7.238,4.149,3.82,6.828,3.027,37.649
path686,3.737,5.992,5.23,6.28,3.42,6.776,3.227,3.297,4.485,3.283,6.026,6.707,7.015,5.643,35.56
path687,6.668,5.733,4.777,4.008,5.624,5.358,6.617,4.091,4.79,2.962,4.329,3.781,7.123,4.578,35.22
path688,6.644,5.347,4.193,2.89,2.431,6.023,5.12,3.645,6.537,6.663,6.202,7.497,5.36,6.164,37.357
path689,5.836,4.672,4.769,4.859,6.153,3.456,4.168,3.176,6.003,5.282,4.153,3.703,3.416,6.925,33.286
path690,5.481,3.241,2.633,5.095,5.244,5.636,2.424,4.078,6.646,2.714,4.628,5.198,7.015,7.867,33.95
path691,5.802,4.024,6.307,5.89,5.679,2.331,3.307,4.736,4.179,5.348,6.349,7.383,4.072,3.692,34.55
path692,5.938,4.738,4.676,2.442,3.842,2.533,4.072,3.159,3.869,3.832,4.095,4.97,5.81,6.854,30.415
path693,4.456,3.22,5.649,5.337,2.439,7.204,5.66,2.687,4.92,3.684,3.028,4.267,5.277,3.714,30.771
path694,5.237,3.569,2.808,4.764,5.704,7.169,4.26,3.724,2.729,3.981,7.378,3.912,6.238,3.639,32.556
path695,4.731,6.333,6.247,5.684,2.536,3.25,4.346,4.643,5.227,3.023,6.999,4.186,4.101,7.695,34.501
path696,5.516,5.239,3.024,5.285,3.362,3.185,5.479,5.49,6.696,5.592,6.905,5.124,5.18,3.6,34.838
path697,5.014,6.527,4.841,5.148,6.138,6.076,6.48,5.131,3.384,3.626,5.934,7.469,6.465,3.515,37.874
path698,2.896,3.87,4.573,3.171,5.821,3.287,4.154,2.626,3.289,7.031,5.058,7.566,4.539,3.081,30.481
path699,3.935,5.959,5.583,3.355,6.38,4.512,3.808,3.52,6.602,3.533,4.704,4.329,4.527,3.689,32.219
path700,2.679,3.449,3.729,4.619,5.737,5.369,4.197,5.169,7.384,5.783,3.437,7.643,7.546,6.179,36.46
path701,3.993,4.138,5.475,4.843,4.028,5.789,5.57,3.227,3.057,5.591,7.497,6.096,8.197,5.839,36.67
path702,3.069,6.391,3.943,6.712,2.769,5.388,5.489,3.535,5.534,3.304,5.098,4.683,4.097,5.987,33
path703,2.665,3.564,3.023,2.662,5.578,5.263,6.538,7.082,3.817,7.225,7.304,7.575,3.271,5.48,35.525
path704,3.68,5.722,2.996,2.371,5.758,4.979,2.522,4.632,6.222,2.845,6.545,7.434,5.753,4.654,33.057
path705,3.289,2.585,4.722,3.361,3.569,3.307,5.543,5.473,3.015,5.084,5.549,7.047,5.25,6.915,32.355
path706,3.074,6.89,5.185,4.848,5.924,3.938,2.359,6.372,7.023,6.659,4.261,5.212,4.314,3.979,35.019
path707,5.272,5.54,6.578,6.237,5.002,5.776,3.498,6.486,3.251,4.92,5.132,5.673,4.477,7.381,37.611
path708,3.642,5.975,6.597,4.828,5.578,3.507,3.024,5.275,3.125,3.09,4.905,6.215,5.51,3.726,32.499
path709,3.795,2.855,4.651,6.188,2.856,4.054,4.151,6.815,6.99,7.49,3.139,4.987,6.378,4.835,34.592
path710,6.269,6.585,3.466,5.108,5.675,6.441,6.439,4.954,7.605,4.981,4.885,6.63,5.318,8.026,41.192
path711,6.627,4.556,4.068,6.682,5.307,6.397,6.113,6.215,5.71,5.644,7.884,7.345,7.026,6.778,43.176
path712,5.123,3.932,4.226,6.178,4.251,3.27,3.711,2.313,5.645,4.582,4.343,6.574,4.263,3.343,30.877
path713,2.935,6.638,2.84,3.498,4.233,3.859,6.018,4.873,7.054,5.286,4.141,5.872,5.746,4.041,33.517
path714,5.549,3.927,5.832,3.509,4.579,6.83,5.473,4.832,5.829,4.445,3.947,4.69,6.076,3.324,34.421
path715,3.809,4.436,3.062,3.485,4.219,7.15,5.171,6.308,7.17,4.94,6.263,5.411,3.751,7.963,36.569
path716,3.553,6.266,2.521,2.777,2.653,4.898,4.38,6.914,6.614,5.336,5.748,6.779,3.933,3.556,32.965
path717,5.359,3.957,4.881,3.948,3.102,2.311,4.905,4.032,7.121,3.346,7.259,7.388,7.09,5.796,35.248
path718,5.591,6.583,5.879,6.639,6.723,6.569,6.248,4.896,3,6.172,4.219,4.93,3.713,5.945,38.554
path719,3.635,2.396,3.93,5.29,6.053,6.292,4.922,2.308,4.228,5.162,3.341,4.223,3.373,5.204,30.178
path720,2.724,5.875,6.536,4.869,2.572,4.287,4.399,5.919,3.197,3.605,5.817,4.251,6.538,4.143,32.365
path721,4.309,5.966,6.452,2.377,4.489,6.717,6.076,7.07,4.946,2.791,5.125,4.836,3.624,3.611,34.194
path722,2.856,3.26,2.443,4.266,2.529,5.536,3.447,4.91,2.803,6.56,7.346,6.179,3.733,6.875,31.372
path723,2.716,4.73,2.365,6.542,3.716,5.195,3.895,5.218,7.578,5.694,7.779,7.4,3.725,7.475,37.013
path724,4.976,2.951,4.238,4.492,4.961,6.746,5.712,5.936,2.94,6.291,7.787,3.969,6.439,6.384,36.912
path725,4.488,6.189,5.951,6.207,3.564,6.851,4.246,5.246,3.133,3.688,5.673,6.425,7.359,7.897,38.458
path726,5.645,3.454,2.58,3.852,5.508,3.112,4.908,6.169,5.439,4.152,5.265,4.024,5.137,3.469,31.356
path727,5.062,5.517,6.141,5.646,5.409,4.425,2.927,6.203,4.136,4.777,7.887,6.675,7.186,5.373,38.682
path728,3.153,4.788,6.036,5.95,4.943,5.838,4.089,6.681,3.203,6.557,7.302,6.076,4.675,3.074,36.183
path729,3.229,6.289,4.977,3.127,3.105,4.256,5.73,3.963,5.758,4.537,4.97,5.799,4.06,6.779,33.29
path730,5.253,6.41,4.91,4.096,5.881,3.811,2.498,7.14,2.889,2.781,4.643,4.972,6.861,5.386,33.766
path731,3.896,4.627,6.554,2.697,5.126,6.707,6.632,2.639,6.025,6.43,7.126,4.718,4.877,3.888,35.972
path732,2.498,3.241,4.391,3.964,6.333,6.075,2.863,7.071,6.89,3.496,5.97,4.234,4.706,3.416,32.574
path733,3.706,4.497,5.929,4.009,5.786,7.264,4.849,5.42,6.539,6.455,6.515,4.619,5.074,5.445,38.053
path734,4.876,2.387,3.952,6.569,2.63,5.069,6.266,7.015,5.06,4.975,3.479,7.138,5.042,5.674,35.066
path735,5.336,3.948,5.473,2.525,5.672,2.527,6.504,5.537,7.041,6.311,6.757,3.71,8.136,3.408,36.442
path736,2.576,3.628,5.498,5.218,5.319,2.77,5.964,3.335,6.979,4.39,3.308,7.545,7.58,4.19,34.15
path737,6.283,5.368,4.77,2.771,4.348,4.733,5.033,5.9,5.265,7.243,4.23,5.133,8.001,3.299,36.188
path738,2.346,3.915,2.418,2.62,4.811,3.945,4.409,5.533,2.857,5.348,6.557,7.072,3.373,3.17,29.187
path739,4.622,2.916,4.962,6.28,2.986,4.462,2.91,6.577,4.917,7.283,7.367,4.595,4.743,3.174,33.897
path740,3.652,5.159,5.264,6.477,4.766,6.225,3.314,6.879,3.206,2.758,6.368,7.026,6.722,7.974,37.894
path741,4.243,6.546,5.616,3.613,6.674,3.202,6.155,6.572,2.953,5.189,4.884,4.912,5.178,4.409,35.073
path742,6.406,4.719,4.439,5.583,4.639,2.398,3.885,5.534,6.517,7.263,6.719,3.234,3.727,4.31,34.687
path743,3.417,2.726,4.676,3.26,4.235,2.962,3.249,7.111,2.8,7.292,6.804,7.473,8.289,7.312,35.803
path744,4.701,4.761,3.551,6.241,5.468,5.995,3.885,5.446,4.125,7.292,5.638,4.672,3.515,7.166,36.228
path745,3.212,6.477,3.176,5.751,3.616,7.149,5.498,7.052,2.869,3.842,7.104,5.284,5.119,6.101,36.125
path746,3.489,3.348,3.115,5.627,6.402,5.989,4.205,2.965,6.271,7.465,5.622,4.978,4.919,3.353,33.875
path747,4.531,6.48,5.867,4.926,5.884,5.049,2.836,4.388,3.475,3.83,6.23,6.985,7.381,7.117,37.489
path748,6.56,3.35,3.513,3.547,2.467,6.9,2.935,4.875,5.703,6.051,6.382,7.408,3.073,5.645,34.204
path749,6.167,4.991,2.711,5.269,2.337,4.881,5.879,4.799,6.794,3.785,6.896,7.336,6.653,7.257,37.878
path750,2.986,6.794,4.323,4.979,4.695,6.979,3.854,2.718,3.215,4.66,5.143,5.208,5.23,4.607,32.697
path751,6.468,2.746,5.528,3.723,3.931,3.926,3.677,4.436,4.912,7.383,3.45,5.983,8.215,7.897,36.137
path752,6.418,2.808,3.24,3.029,2.436,5.108,6.086,5.025,6.425,5.612,6.599,3.984,5.566,5.551,33.943
path753,3.173,4.011,6.522,3.278,5.057,7.253,2.654,2.886,4.484,6.037,6.505,6.507,5.661,7.401,35.714
path754,3.504,4.39,6.174,2.755,3.199,5.02,6.424,6.562,6.21,5.913,3.107,6.86,4.928,3.38,34.213
path755,2.986,6.844,5.156,2.828,3.321,2.582,2.919,4.48,5.305,5.04,5.123,3.704,5.978,3.219,29.742
path756,5.665,5.066,6.234,2.848,5.563,6.207,4.158,3.139,7.247,5.426,6.844,7.05,7.993,5.32,39.38
path757,6.061,5.511,6.097,5.657,5.377,4.855,5.991,3.637,4.575,5.773,4.485,4.03,5.234,3.431,35.357
path758,3.86,4.336,4.693,6.173,3.647,6.494,6.879,5.006,5.68,4.103,6.042,5.042,8.275,3.703,36.966
path759,5.13,3.79,5.872,3.333,3.982,5.785,3.91,2.633,6.032,7.218,7.325,7.249,5.028,7.652,37.469
path760,5.62,5.743,5.588,6.492,6.382,5.665,5.261,3.446,2.772,3.376,6.993,3.76,6.003,7.439,37.269
path761,5.933,2.75,5.079,5.215,4.04,4.207,4.645,5.817,4.162,7.638,3.543,3.548,4.691,4.326,32.796
path762,5.097,2.93,2.635,2.464,6.147,3.092,6.876,5.186,4.138,3.37,4.785,5.458,4.085,7.476,31.87
path763,5.476,4.62,6.066,4.695,4.671,5.794,3.948,3.254,4.249,3.331,3.23,5.063,8.246,6.965,34.804
path764,6.32,3.23,5.463,4.036,4.417,2.53,6.722,2.768,2.969,6.881,5.586,4.074,5.213,3.526,31.867
path765,5.469,4.368,4.954,6.127,2.796,6.747,5.154,5.704,2.99,3.194,5.287,5.499,5.467,3.919,33.838
path766,3.625,5.903,6.503,3.541,4.901,2.497,4.686,3.656,5.104,6.996,3.803,5.167,3.66,4.982,32.513
path767,3.581,5.168,4.096,2.574,5.901,7.225,5.109,3.252,4.896,3.108,7.584,3.277,3.728,3.091,31.294
path768,4.206,3.592,5.279,6.167,2.441,5.941,6.027,6.989,6.564,7.291,6.371,4.543,3.399,3.762,36.286
path769,5.781,5.427,3.59,2.782,2.559,2.482,3.407,7.03,5.786,6.543,4.423,5.807,4.541,5.191,32.674
path770,5.955,2.387,4.798,2.933,5.993,5.465,6.629,4.757,3.75,3.616,3.403,5.861,5.935,5.989,33.735
path771,6.637,3.409,4.892,3.808,5.896,3.931,5.368,6.04,6.675,4.891,4.637,3.169,5.159,3.618,34.064
path772,3.74,2.347,4.603,3.43,3.684,2.564,3.176,5.133,5.734,3.007,6.554,5.17,4.119,6.394,29.827
path773,5.423,3.948,4.995,2.41,4.962,2.561,2.654,3.553,5.9,7.08,3.734,7.038,6.617,6.91,33.892
path774,6.096,3.749,4.044,2.312,6.595,5.078,6.749,4.28,6.43,4.208,4.923,5.975,6.672,3.884,35.497
path775,6.601,3.72,2.533,5.942,4.38,4.738,3.22,4.465,7.548,3.989,4.26,5.483,3.156,7.494,33.765
path776,5.089,2.682,3.755,4.737,3.705,6.04,2.436,3.449,3.083,6.184,5.709,4.006,5.805,3.171,29.926
path777,3.102,3.44,2.435,5.944,3.794,5.496,3.309,5.022,4.224,6.473,6.962,5.133,4.036,5.819,32.595
path778,3.727,4.583,2.855,4.393,2.991,4.278,5.888,5.254,4.259,2.949,7.817,3.339,8.074,5.532,32.969
path779,4.469,2.708,3.119,6.788,5.037,3.038,3.732,3.284,6.588,4.597,7.167,3.922,3.129,6.097,31.836
path780,4.37,6.645,4.013,3.771,3.924,6.054,6.794,5.895,3.841,4.941,6.032,7.03,8.102,6.117,38.765
path781,6.208,3.916,5.614,2.613,3.012,2.495,3.439,3.326,4.717,3.011,6.514,3.496,7.713,3.705,29.889
path782,5.184,5.735,4.11,3.923,6.249,5.845,5.375,3.13,6.878,4.495,6.234,5.769,4.246,3.078,35.126
path783,2.793,2.328,6.334,6.35,3.781,3.182,2.496,6.981,4.193,3.37,6.167,6.647,4.498,4.395,31.758
path784,6.242,2.828,5.615,4.11,6.304,3.857,5.698,7.138,3.104,3.784,7.704,6.366,7.928,5.459,38.067
path785,4.055,3.363,4.109,5.341,5.814,4.76,3.47,6.88,6.292,6.305,3.059,4.54,4.497,4.457,33.47
path786,2.788,4.644,6.15,2.521,2.773,5.962,2.969,2.312,5.666,5.033,6.033,5.064,5.1,4.518,30.765
path787,2.653,4.914,5.461,5.3,3.334,2.317,4.58,4.163,5.699,5.498,3.787,4.63,7.609,8.041,33.992
path788,3.006,5.671,5.877,3.803,3.076,3.807,4.704,4.982,5.811,3.116,3.165,4.511,4.049,5.146,30.363
path789,5.647,6.816,5.718,5.591,4.872,5.893,6.889,5.611,4.178,3.982,5.763,5.54,4.022,7.149,38.836
path790,6.22,5.16,4.338,5.673,5.855,3.762,3.764,4.458,6.523,5.937,6.848,3.822,7.513,5.841,37.857
path791,3.79,4.562,4.316,3.009,5.218,4.587,5.592,4.753,3.112,5.436,6.323,5.889,5.691,6.988,34.633
path792,6.66,6.26,2.498,6.523,6.558,5.018,5.826,6.283,6.044,7.487,3.578,4.449,5.992,7.815,40.495
path793,4.662,3.088,5.79,2.84,6.142,5.73,6.795,5.21,6.501,6.642,4.493,7.219,6.065,6.504,38.84
path794,3.434,3.421,3.285,3.634,3.564,2.668,5.115,2.434,5.205,6.446,3.549,3.941,7.686,4.753,29.567
path795,3.988,6.701,4.443,5.05,4.186,7.348,2.545,2.538,6.831,6.857,7.436,7.538,3.778,6.164,37.701
path796,3.379,3.907,6.279,2.79,3.419,3.782,5.754,7.043,6.884,5.218,4.088,5.86,4.342,6.05,34.397
path797,3.019,3.228,3.141,5.774,6.589,3.224,3.628,5.947,5.501,3.907,7.491,7.269,4.971,3.125,33.407
path798,3.893,3.964,3.262,4.581,4.42,7.129,5.066,2.53,7.466,7.273,7.421,4.011,5.442,4.287,35.373
path799,2.901,3.058,3.519,5.074,2.372,6.281,2.966,5.354,6.895,5.986,5.726,4.036,7.118,4.484,32.885
path800,4.336,5.59,4.802,4.236,5.607,4.639,4.77,7.104,4.572,3.194,7.236,4.652,4.672,3.017,34.213
path801,4.87,4.275,5.683,2.777,4.042,5.675,6.715,4.597,6.494,7.147,6.486,6.402,4.72,5.097,37.49
path802,5.698,4.218,4.615,5.011,5.583,2.391,3.504,4.696,6.528,4.678,4.087,4.472,7.758,6.112,34.676
path803,4.46,4.61,3.802,2.388,2.781,3.134,6.549,4.284,4.243,4,5.013,5.341,6.089,3.051,29.873
path804,6.627,3.052,2.462,5.694,4.652,4.7,4.514,2.537,3.316,5.174,7.597,7.581,4.667,4.3,33.437
path805,6.105,6.369,5.259,3.635,3.277,2.483,4.567,5.495,6.393,7.461,4.543,6.406,5.4,6.38,36.886
path806,5.716,5.275,2.918,4.752,3.542,4.15,6.794,4.865,4.452,6.487,5.401,7.001,6.031,3.272,35.328
path807,5.178,3.255,6.418,3.989,6.524,4.696,2.764,2.797,7.674,3.147,6.747,5.643,3.821,4.362,33.507
path808,4.541,2.729,3.708,6.235,3.695,2.79,2.752,3.113,4.364,3.478,5.229,3.37,6.02,5.553,28.788
path809,5.12,3.293,4.979,6.735,6.626,4.422,6.779,3.676,4.83,3.292,5.068,7.064,4.519,3.652,35.028
path810,5.68,6.413,5.043,4.756,3.37,5.342,6.887,6.599,4.712,3.038,7.275,7.263,5.871,6.127,39.187
path811,6.104,4.807,2.37,6.39,6.646,4.133,4.062,2.614,6.998,3.839,5.428,4.14,5.314,3.764,33.305
path812,4.98,3.2,2.895,3.565,4.148,6.799,5.746,6.713,2.77,6.523,6.97,5.261,7.095,6.4,36.532
path813,3.546,5.245,2.344,5.51,5.391,5.798,2.613,4.541,4.576,6.828,6.576,3.2,3.419,7.686,33.637
path814,4.025,3.467,2.953,3.046,3.248,2.428,5.856,5.557,3.031,5.162,3.212,5.013,7.354,8.034,31.193
path815,6.054,4.977,4.015,4.886,4.178,3.354,6.527,4.234,3.272,4.558,5.117,6.426,5.654,3.127,33.19
path816,6.316,3.089,5.09,5.536,3.88,4.923,5.036,2.438,7.259,6.999,4.009,3.894,3.328,3.75,32.774
path817,2.797,5.881,2.915,2.535,3.124,4.948,3.805,3.1,6.444,5.081,4.753,4.283,7.932,3.106,30.352
path818,4.846,5.908,3.716,5.861,3.83,5.454,2.896,3.906,7.228,7.214,4.997,4.206,3.566,4.4,34.014
path819,4.242,6.451,3.144,5.024,6.359,2.742,6.145,4.431,3.64,5.004,3.003,3.303,4.195,3.286,30.485
path820,2.975,5.438,4.438,4.477,4.552,3.373,2.476,5.577,4.908,2.915,3.979,5.671,8.237,3.395,31.205
path821,5.542,5.078,2.715,3.601,3.217,3.354,4.653,3.99,2.939,3.951,5.284,4.081,3.63,3.481,27.758
path822,5.22,5.516,4.467,5.989,2.321,2.358,2.974,3.593,3.209,7.388,4.046,5.651,7.822,6.295,33.424
path823,4.966,3.86,4.353,5.264,6.037,2.422,4.363,6.192,3.631,6.65,4.842,6.299,5.095,8.099,36.036
path824,2.955,6.886,4.326,5.466,3.869,4.827,5.882,6.688,5.627,4.016,6.435,4.168,6.463,3.694,35.651
path825,6.144,6.811,3.962,3.182,5.132,2.848,2.499,3.128,6.25,7.35,7.733,5.078,7.033,6.964,37.057
path826,4.514,4.1,4.346,4.882,5.623,5.17,5.107,3.558,4.129,6.41,4.97,3.051,6.052,4.471,33.191
path827,5.219,5.836,3.094,5.853,5.075,2.695,3.902,2.692,4.948,7.042,4.566,7.57,5.743,6.44,35.337
path828,4.925,6.061,2.927,3.339,2.953,6.749,3.214,2.847,4.075,4.68,5.818,7.03,5.654,4.724,32.498
path829,5.368,2.493,4.307,6.037,5.8,2.784,3.923,7.038,5.487,6.787,3.773,6.882,6.437,4.334,35.725
path830,4.372,3.202,6.094,3.067,3.013,3.293,5.575,5.016,5.885,6.191,4.462,4.64,6.145,4.505,32.731
path831,4.868,3.055,4.894,2.668,5.012,4.584,5.159,4.019,4.741,7.543,3.523,5.611,6.356,7.048,34.54
path832,2.648,3.416,4.607,2.745,4.626,6.154,6.063,6.047,3.252,4.576,7.414,6.419,5.297,5.438,34.351
path833,3.099,2.612,4.64,5.379,6.138,6.611,2.541,3.038,7.184,5.877,5.649,5.175,5.302,5.939,34.592
path834,4.374,6.355,6.291,3.589,5.425,4.597,5.576,2.886,6.684,7.662,5.967,7.251,3.382,5.932,37.985
path835,6.331,5.831,6.532,3.454,5.375,4.277,4.95,2.379,5.356,6.048,5.371,3.635,6.796,4.224,35.281
path836,4.858,3.89,5.478,3.861,3.722,6.906,4.959,5.559,4.87,2.87,3.717,4.814,7.636,3.116,33.128
path837,3.109,5.532,3.925,5.168,2.45,4.15,4.008,5.51,4.603,4.048,5.665,7.389,7.81,6.405,34.886
path838,2.381,5.915,3.32,5.574,6.287,7.13,4.688,2.624,4.129,4.333,7.711,7.089,3.833,3.713,34.363
path839,6.24,6.368,3.281,3.801,3.717,3.085,2.835,7.066,4.138,4.627,7.905,5.502,7.061,5.458,35.541
path840,3.469,2.84,6.053,3.421,5.838,2.559,5.107,6.746,4.813,4.628,5.923,6.929,4.099,7.437,34.931
path841,6.499,6.834,4.034,2.837,6.832,4.738,4.392,4.726,3.454,6.073,5.614,7.18,3.29,5.231,35.868
path842,3.137,6.285,2.536,6.243,6.595,5.788,4.067,2.655,5.23,4.601,3.408,5.904,7.896,5.284,34.815
path843,3.951,6.663,3.444,3.738,4.258,4.506,6.529,6.722,7.634,7.54,3.405,4.767,4.273,7.848,37.639
path844,4.856,4.101,5.371,4.83,3.967,4.571,3.749,4.836,2.78,3.565,5.593,5.012,4.46,5.265,31.478
path845,3.287,6.552,4.955,4.051,4.911,4.643,4.29,3.553,5.463,6.028,7.36,3.453,4.535,4.79,33.936
path846,3.704,3.08,5.129,3.763,3.059,4.755,2.997,2.393,5.348,5.226,6.246,7.155,6.559,5.945,32.68
path847,2.751,5.111,4.956,3.461,5.999,4.206,3.9,3.869,2.797,4.045,3.948,4.115,8.062,6.849,32.034
path848,6.26,5.825,4.613,4.512,3.282,2.653,4.726,3.862,4.04,7.271,5.026,5.59,6.747,5.424,34.916
path849,5.567,6.382,2.782,4.56,6.236,6.309,6.538,3.963,6.693,3.142,4.53,7.32,4.335,7.179,37.767
path850,3.286,5.774,2.98,6.568,5.092,5.161,4.001,5.312,3.189,3.243,7.76,6.274,5.018,6.873,35.266
path851,3.6,2.332,6.273,5.828,3.921,5.181,2.37,4.429,5.461,2.721,5.159,6.904,3.517,6.146,31.921
path852,3.52,6.364,5.933,4.286,4.785,2.344,3.428,6.118,3.603,4.975,3.438,5.556,7.23,6.178,33.879
path853,4.564,4.826,2.527,2.357,5.659,4.025,3.647,2.563,3.871,3.535,3.361,6.665,5.534,4.349,28.741
path854,6.699,2.69,6.205,6.336,2.335,6.572,4.862,6.63,4.306,3.172,4.318,6.79,3.36,3.822,34.049
path855,6.675,5.779,5.64,2.868,5.67,4.408,5.387,2.732,5.476,3.871,4.152,3.949,5.964,3.999,33.285
path856,5.55,6.538,6.297,5.477,2.729,3.386,5.94,5.158,6.57,3.376,7.225,3.279,5.13,5.371,36.013
path857,4.03,3.077,5.181,3.36,3.969,3.224,3.773,6.194,5.654,5.28,4.269,3.969,6.216,3.657,30.927
path858,4.112,6.611,2.709,5.286,4.88,6.224,6.385,3.368,5.464,2.921,3.52,7.652,6.71,5.446,35.645
path859,4.112,6.193,5.324,6.506,5.217,7.007,5.207,3.177,7.039,3.736,7.27,7.632,3.733,3.515,37.834
path860,2.524,3.126,2.464,2.952,3.155,5.307,2.32,4.528,5.641,4.133,3.811,4.982,4.257,5.473,27.336
path861,3.944,4.997,4.844,4.008,5.244,3.472,3.064,2.848,5.424,3.73,4.486,6.423,4.22,5.004,30.855
path862,4.697,2.672,2.465,5.59,2.691,6.052,3.107,6.546,6.484,3.858,7.128,6.195,3.349,4.166,32.5
path863,4.87,2.816,5.95,4.777,3.941,2.578,6.137,3.142,6.519,4.967,6.601,4.14,3.85,6.741,33.515
path864,4.221,5.621,3.43,3.56,2.954,3.413,6.068,7.022,7.273,6.424,3.819,5.323,7.42,7.94,37.244
path865,3.002,4.089,4.544,6.364,4.311,2.365,3.705,6.259,6.409,4.632,4.648,7.042,4.103,3.017,32.245
path866,5.188,6.491,5.622,3.813,6.34,3.413,6.177,4.906,7.493,3.069,5.952,5.467,3.776,3.007,35.357
path867,6.434,3.17,5.006,6.433,4.717,2.557,5.339,6.637,3.311,4.339,7.801,6.412,5.454,4.067,35.839
path868,3.302,4.248,5.666,5.82,3.838,5.525,6.863,6.858,4.055,7.175,6.838,4.209,5.097,5.249,37.371
path869,4.426,4.91,4.352,3.483,5.756,3.522,3.382,3.612,3.691,6.114,7.349,7.391,5.418,5.445,34.425
path870,2.615,2.396,3.233,6.166,6.296,2.997,4.683,3.895,4.717,5.02,4.177,4.855,5.723,7.614,32.193
path871,5.171,4.791,2.388,2.604,6.371,3.274,5.635,7.142,2.817,5.021,4.706,7.046,3.53,3.746,32.121
path872,6.04,5.259,5.777,6.463,4.75,5.021,5.702,6.828,5.353,7.49,5.779,7.154,6.247,6.162,42.012
path873,3.153,5.016,2.354,5.928,4.865,6.134,5.497,2.856,6.382,3.584,6.274,6.426,6.432,6.043,35.472
path874,4.474,3.798,6.031,6.334,6.191,6.02,5.582,3.091,6.61,5.065,5.571,7.019,6.942,5.532,39.13
path875,5.865,5.631,5.403,6.725,4.202,2.641,6.233,6.183,4.52,3.172,7.927,6.72,3.839,6.929,37.995
path876,6.578,4.927,5.557,2.579,6.032,3.375,5.448,3.04,5.099,6.86,7.638,3.468,4.206,6.035,35.421
path877,2.581,3.907,4.227,3.863,5.753,2.698,6.427,6.037,5.33,3.226,5.988,5.553,4.915,7.664,34.085
path878,3.563,6.682,5.605,4.927,2.694,7.29,5.403,5.086,4.699,2.803,6.895,3.352,7.385,3.052,34.718
path879,6.499,5.27,2.665,5.241,3.138,5.6,5.205,4.987,3.839,5.084,5.726,7.181,3.227,5.597,34.63
path880,2.414,3.885,2.365,3.713,2.811,6.331,5.982,6.088,6.683,6.303,4.207,7.231,4.817,8.095,35.462
path881,4.482,5.513,4.369,2.592,5.296,6.565,5.917,2.88,3.647,4.64,3.577,6.142,3.636,5.688,32.473
path882,2.62,5.407,2.523,4.394,2.852,5.037,4.51,3.334,5.316,4.406,6.536,7.387,7.182,3.696,32.6
path883,3.348,5.121,4.79,5.249,3.912,2.706,5.005,2.335,3.631,5.615,5.762,6.072,5.03,7.532,33.054
